LANG,complexityoflanguages,RSAcostoflanguages,new_col
lang1754gen1mutoff76gen2rcoff65,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen2rcoff65gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen2rcoff65gen3mutoff2gen4rcoff374,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen2rcoff65gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen2rcoff65gen4mutoff0gen8rcoff254,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen2rcoff65gen4mutoff0gen9rcoff328,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen3mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen3mutoff0gen6rcoff487,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen3mutoff1gen11rcoff181,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen3mutoff1gen6rcoff139,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen3mutoff1gen6rcoff139gen11rcoff96,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff76gen5mutoff0gen10rcoff69,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen14rcoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen3mutoff2gen10rcoff97,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen3mutoff2gen10rcoff97gen12rcoff57,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen3mutoff2gen11rcoff49,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen3mutoff2gen6rcoff554,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen4rcoff281,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff1gen4rcoff514,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen2mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen3mutoff1gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen3mutoff1gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen3mutoff1gen5mutoff0gen13rcoff115,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen3mutoff1gen6rcoff156,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen3rcoff127,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen7rcoff586,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff82gen7rcoff586gen16rcoff43,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff10,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff10gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff10gen3mutoff1gen12rcoff162,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7gen5mutoff0gen6rcoff213,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7gen5mutoff0gen6rcoff213gen8rcoff379,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7gen5mutoff0gen8rcoff148,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen1mutoff8gen2mutoff7gen5mutoff0gen8rcoff148gen13rcoff161,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen2mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen2mutoff0gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen2mutoff0gen4mutoff0gen18rcoff4,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen3mutoff1gen4rcoff211,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen3mutoff1gen7rcoff342,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen3mutoff1gen7rcoff342gen13rcoff15,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen3mutoff1gen7rcoff342gen13rcoff15gen16rcoff25,1,4.026879252055598,"(4.026879252055598, 1)"
lang1754gen3mutoff1gen7rcoff342gen13rcoff15gen17rcoff18,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen2mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen2mutoff0gen3mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen2mutoff0gen4rcoff180,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen2mutoff0gen4rcoff180gen6rcoff338,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen2mutoff0gen4rcoff180gen7rcoff397,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen2mutoff0gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen2mutoff8,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff101gen6rcoff573,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff106,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff106gen2mutoff5,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff106gen2mutoff5gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2mutoff0gen7rcoff595,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2mutoff7,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2mutoff7gen18rcoff21,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2rcoff42,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2rcoff42gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2rcoff42gen3mutoff1gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen2rcoff42gen3mutoff1gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen3mutoff2gen6rcoff735,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen3mutoff2gen6rcoff735gen8rcoff186,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen3mutoff2gen6rcoff735gen8rcoff186gen13rcoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff109gen3mutoff2gen6rcoff735gen8rcoff186gen19rcoff21,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen3mutoff1gen10rcoff220,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen3mutoff1gen10rcoff75,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen3mutoff1gen7rcoff430,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen3mutoff1gen7rcoff430gen9rcoff141,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen5mutoff0gen12rcoff220,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen6rcoff414,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen6rcoff414gen17rcoff8,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff10gen6rcoff414gen7rcoff26,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen22rcoff5,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen2mutoff10,3,1.9826992726510833,"(1.9826992726510833, 3)"
lang1766gen1mutoff111gen2mutoff10gen4mutoff0,3,1.9826992726510833,"(1.9826992726510833, 3)"
lang1766gen1mutoff111gen2mutoff10gen4mutoff0gen7rcoff622,3,1.9826992726510833,"(1.9826992726510833, 3)"
lang1766gen1mutoff111gen2mutoff10gen9rcoff111,3,1.9826992726510833,"(1.9826992726510833, 3)"
lang1766gen1mutoff111gen2mutoff5,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen2mutoff5gen3mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen2mutoff5gen3mutoff0gen6rcoff808,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen2mutoff5gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen2mutoff5gen3mutoff1gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen2mutoff5gen3rcoff26,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff111gen2mutoff7,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff4,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff4gen18rcoff7,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen3mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen3mutoff0gen11rcoff51,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen3mutoff0gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen3mutoff0gen4mutoff0gen16rcoff64,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen3mutoff0gen6rcoff353,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen5mutoff0gen7rcoff276,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen5mutoff0gen7rcoff276gen8rcoff232,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen5mutoff0gen7rcoff276gen8rcoff232gen10rcoff24,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen2mutoff5gen5mutoff0gen9rcoff87,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff119gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff128,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff128gen12rcoff35,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff128gen2mutoff10,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff128gen7rcoff423,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff128gen7rcoff423gen8rcoff412,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen2mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen2mutoff2gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen2mutoff8,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen2mutoff8gen3rcoff29,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen2mutoff8gen3rcoff29gen4rcoff222,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen2mutoff8gen3rcoff29gen4rcoff222gen9rcoff203,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen2mutoff8gen3rcoff29gen7rcoff297,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen8rcoff280,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff131gen8rcoff289,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff2gen3mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff2gen4rcoff224,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff2gen4rcoff513,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff9,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff9gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff9gen3mutoff1gen12rcoff77,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff9gen3mutoff1gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff134gen2mutoff9gen3mutoff1gen4mutoff0gen8rcoff72,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff18,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff18gen2mutoff8,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff18gen2mutoff8gen11rcoff85,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff18gen2mutoff8gen11rcoff85gen16rcoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff18gen2mutoff8gen14rcoff75,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff18gen2mutoff8gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff18gen4mutoff0gen6rcoff102,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff10,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff10gen13rcoff31,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff10gen13rcoff31gen20rcoff5,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff10gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff10gen5mutoff0gen15rcoff68,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff0gen7rcoff601,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4mutoff0gen6rcoff784,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4rcoff317,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4rcoff343,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4rcoff398,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4rcoff398gen6rcoff595,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4rcoff398gen6rcoff595gen7rcoff313,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4rcoff398gen9rcoff15,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen4rcoff398gen9rcoff207,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen3mutoff2gen7rcoff175,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff2gen4mutoff0gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff6,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff6gen10rcoff217,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff6gen6rcoff334,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff7,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff7gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen2mutoff7gen4mutoff0gen6rcoff186,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff24gen7rcoff311,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff28,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff28gen2mutoff9,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff28gen2mutoff9gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff28gen2mutoff9gen3mutoff1gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff28gen2mutoff9gen3mutoff1gen4mutoff0gen6rcoff642,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff28gen2mutoff9gen3mutoff1gen4mutoff0gen7rcoff103,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff28gen2mutoff9gen6rcoff257,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff2gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff2gen4mutoff0gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff2gen6rcoff304,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff5,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff5gen3mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff5gen3mutoff0gen17rcoff25,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff5gen3mutoff0gen4rcoff435,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff5gen3mutoff0gen4rcoff435gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff5gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen2mutoff5gen6rcoff387,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff31gen7rcoff261,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen10rcoff143,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff1gen4rcoff144,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff1gen4rcoff144gen12rcoff108,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff1gen4rcoff15,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff1gen4rcoff15gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff2gen4rcoff330,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff2gen4rcoff330gen16rcoff24,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff2gen4rcoff330gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff2gen4rcoff330gen5mutoff0gen9rcoff198,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen3mutoff2gen4rcoff330gen5mutoff0gen9rcoff211,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff4gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1gen4mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1gen4mutoff0gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1gen4mutoff0gen5mutoff0gen10rcoff155,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1gen4mutoff0gen6rcoff602,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1gen5mutoff0gen6rcoff253,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen3mutoff1gen8rcoff410,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen4rcoff401,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen4rcoff401gen6rcoff270,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen4rcoff401gen6rcoff270gen11rcoff129,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen4rcoff401gen6rcoff270gen7rcoff466,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen7rcoff224,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen7rcoff224gen11rcoff87,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff6gen7rcoff224gen9rcoff361,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen13rcoff165,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen13rcoff165gen19rcoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen3mutoff1gen4rcoff57,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen3mutoff1gen4rcoff57gen6rcoff732,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen5mutoff0gen12rcoff181,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen7rcoff9,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen2mutoff7gen7rcoff9gen8rcoff369,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen3mutoff1,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen5mutoff0,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff34gen5mutoff0gen7rcoff382,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen2mutoff6,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen2mutoff6gen4rcoff341,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen2mutoff6gen4rcoff341gen9rcoff99,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen2rcoff56,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen2rcoff56gen13rcoff48,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen2rcoff56gen3mutoff2,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen2rcoff56gen3mutoff2gen8rcoff460,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff41gen7rcoff399,1,4.026879252055598,"(4.026879252055598, 1)"
lang1766gen1mutoff47,1,4.026879252055598,"(4.026879252055598, 1)"
