LANG,complexityoflanguages,costoflanguages
lang1105gen1mutoff102gen3mutoff0gen4mutoff1,1,4.776119402985076
lang1105gen1mutoff102gen3mutoff0gen4mutoff1gen9rcoff182,1,4.776119402985076
lang1105gen1mutoff102gen3mutoff0gen7rcoff544,1,4.776119402985076
lang1105gen1mutoff102gen3mutoff2,1,4.776119402985076
lang1105gen1mutoff102gen3mutoff2gen4rcoff207,1,4.776119402985076
lang1105gen1mutoff102gen4mutoff0,1,4.776119402985076
lang1105gen1mutoff102gen6rcoff103,1,4.776119402985076
lang1105gen1mutoff102gen6rcoff103gen8rcoff46,1,4.776119402985076
lang1105gen1mutoff104,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen11rcoff9,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen3mutoff1,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen3mutoff1gen4rcoff270,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen3mutoff1gen4rcoff270gen6rcoff415,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen3mutoff1gen4rcoff270gen6rcoff415gen7rcoff541,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen3mutoff1gen4rcoff270gen6rcoff415gen9rcoff398,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen3mutoff1gen7rcoff64,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen4mutoff0,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen4mutoff0gen9rcoff197,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen5mutoff0,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff0gen5mutoff0gen6rcoff379,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff19,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff19gen11rcoff142,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff19gen3mutoff3,3,2.2018348623853217
lang1105gen1mutoff104gen2mutoff19gen3mutoff3gen5mutoff0,3,2.2018348623853217
lang1105gen1mutoff104gen2mutoff19gen3mutoff3gen5mutoff0gen6rcoff543,3,2.2018348623853217
lang1105gen1mutoff104gen2mutoff19gen3mutoff5,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff19gen3mutoff5gen5mutoff0,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff21,1,4.776119402985076
lang1105gen1mutoff104gen2mutoff21gen3mutoff0,1,4.776119402985076
