"LANG","syn_index","cov_index","type"
"fl1071",8,6,"Haspel-ok"
"fl1072",13,6,"Haspel-ok"
"fl1073",1,3,"Haspel-ok"
"fl1074",12,5,"Haspel-ok"
"fl1075",13,5,"Haspel-ok"
"fl1076",2,5,"Haspel-ok"
"fl1077",11,6,"Haspel-ok"
"fl1078",7,6,"Haspel-ok"
"fl1079",5,6,"Haspel-ok"
"fl108",9,6,"Haspel-ok"
"fl1080",0,3,"Haspel-ok"
"fl1081",13,6,"Haspel-ok"
"fl1082",9,5,"Haspel-ok"
"fl1083",7,6,"Haspel-ok"
"fl1084",6,6,"Haspel-ok"
"fl1085",11,6,"Haspel-ok"
"fl1086",8,6,"Haspel-ok"
"fl1087",10,6,"Haspel-ok"
"fl1088",0,4,"Haspel-ok"
"fl1089",13,6,"Haspel-ok"
"fl109",0,2,"Haspel-ok"
"fl1090",12,6,"Haspel-ok"
"fl1091",13,5,"Haspel-ok"
"fl1092",0,2,"Haspel-ok"
"fl1093",0,4,"Haspel-ok"
"fl1094",4,4,"Haspel-ok"
"fl1095",2,5,"Haspel-ok"
"fl1096",3,4,"Haspel-ok"
"fl1097",8,6,"Haspel-ok"
"fl1098",10,5,"Haspel-ok"
"fl1099",0,4,"Haspel-ok"
"fl11",5,3,"Haspel-ok"
"fl110",0,3,"Haspel-ok"
"fl1100",9,5,"Haspel-ok"
"fl1101",5,5,"Haspel-ok"
"fl1102",3,5,"Haspel-ok"
"fl1103",1,1,"Haspel-ok"
"fl1104",0,3,"Haspel-ok"
"fl1105",6,6,"Haspel-ok"
"fl1106",3,5,"Haspel-ok"
"fl1107",0,2,"Haspel-ok"
"fl1108",13,5,"Haspel-ok"
"fl1109",3,3,"Haspel-ok"
"fl111",14,6,"Haspel-ok"
"fl1110",10,6,"Haspel-ok"
"fl1111",0,5,"Haspel-ok"
"fl1112",11,4,"Haspel-ok"
"fl1113",2,5,"Haspel-ok"
"fl1114",2,5,"Haspel-ok"
"fl1115",5,6,"Haspel-ok"
"fl1116",0,3,"Haspel-ok"
"fl1117",1,2,"Haspel-ok"
"fl1118",3,5,"Haspel-ok"
"fl1119",2,4,"Haspel-ok"
"fl112",2,5,"Haspel-ok"
"fl1120",8,5,"Haspel-ok"
"fl1121",7,6,"Haspel-ok"
"fl1122",1,3,"Haspel-ok"
"fl1123",11,6,"Haspel-ok"
"fl1124",9,5,"Haspel-ok"
"fl1125",7,5,"Haspel-ok"
"fl1126",0,3,"Haspel-ok"
"fl1127",2,5,"Haspel-ok"
"fl1128",6,5,"Haspel-ok"
"fl1129",8,4,"Haspel-ok"
"fl113",7,4,"Haspel-ok"
"fl1130",9,4,"Haspel-ok"
"fl1131",10,6,"Haspel-ok"
"fl1132",5,4,"Haspel-ok"
"fl1133",2,6,"Haspel-ok"
"fl1134",12,5,"Haspel-ok"
"fl1135",4,5,"Haspel-ok"
"fl1136",7,5,"Haspel-ok"
"fl1137",16,6,"Haspel-ok"
"fl1138",9,5,"Haspel-ok"
"fl1139",6,6,"Haspel-ok"
"fl114",15,5,"Haspel-ok"
"fl1140",2,5,"Haspel-ok"
"fl1141",15,6,"Haspel-ok"
"fl1142",11,5,"Haspel-ok"
"fl1143",0,3,"Haspel-ok"
"fl1144",3,5,"Haspel-ok"
"fl1145",7,5,"Haspel-ok"
"fl1146",13,6,"Haspel-ok"
"fl1147",10,4,"Haspel-ok"
"fl1148",7,6,"Haspel-ok"
"fl1149",12,6,"Haspel-ok"
"fl115",2,2,"Haspel-ok"
"fl1150",3,4,"Haspel-ok"
"fl1151",18,6,"Haspel-ok"
"fl1152",15,6,"Haspel-ok"
"fl1153",5,6,"Haspel-ok"
"fl1154",0,3,"Haspel-ok"
"fl1155",2,6,"Haspel-ok"
"fl1156",9,6,"Haspel-ok"
"fl1157",17,5,"Haspel-ok"
"fl1158",1,3,"Haspel-ok"
"fl1159",2,4,"Haspel-ok"
"fl116",1,3,"Haspel-ok"
"fl1160",8,6,"Haspel-ok"
"fl1161",6,6,"Haspel-ok"
"fl1162",16,5,"Haspel-ok"
"fl1163",11,6,"Haspel-ok"
"fl1164",16,4,"Haspel-ok"
"fl1165",13,5,"Haspel-ok"
"fl1166",1,4,"Haspel-ok"
"fl1167",3,4,"Haspel-ok"
"fl1168",0,3,"Haspel-ok"
"fl1169",0,2,"Haspel-ok"
"fl117",0,3,"Haspel-ok"
"fl1170",15,5,"Haspel-ok"
"fl1171",11,6,"Haspel-ok"
"fl1172",7,6,"Haspel-ok"
"fl1173",0,5,"Haspel-ok"
"fl1174",10,5,"Haspel-ok"
"fl1175",1,3,"Haspel-ok"
"fl1176",2,5,"Haspel-ok"
"fl1177",2,3,"Haspel-ok"
"fl1178",12,5,"Haspel-ok"
"fl1179",11,6,"Haspel-ok"
"fl118",10,6,"Haspel-ok"
"fl1180",4,5,"Haspel-ok"
"fl1181",5,5,"Haspel-ok"
"fl1182",1,4,"Haspel-ok"
"fl1183",3,6,"Haspel-ok"
"fl1184",11,6,"Haspel-ok"
"fl1185",2,3,"Haspel-ok"
"fl1186",0,2,"Haspel-ok"
"fl1187",0,3,"Haspel-ok"
"fl1188",1,2,"Haspel-ok"
"fl1189",2,5,"Haspel-ok"
"fl119",13,5,"Haspel-ok"
"fl1190",6,5,"Haspel-ok"
"fl1191",2,5,"Haspel-ok"
"fl1192",0,3,"Haspel-ok"
"fl1193",8,5,"Haspel-ok"
"fl1194",2,4,"Haspel-ok"
"fl1195",9,6,"Haspel-ok"
"fl1196",12,6,"Haspel-ok"
"fl1197",0,1,"Haspel-ok"
"fl1198",2,4,"Haspel-ok"
"fl1199",5,6,"Haspel-ok"
"fl12",3,5,"Haspel-ok"
"fl120",0,2,"Haspel-ok"
"fl1200",3,5,"Haspel-ok"
"fl1201",12,6,"Haspel-ok"
"fl1202",5,5,"Haspel-ok"
"fl1203",16,5,"Haspel-ok"
"fl1204",14,4,"Haspel-ok"
"fl1205",2,4,"Haspel-ok"
"fl1206",11,4,"Haspel-ok"
"fl1207",10,6,"Haspel-ok"
"fl1208",7,6,"Haspel-ok"
"fl1209",0,2,"Haspel-ok"
"fl121",7,6,"Haspel-ok"
"fl1210",10,5,"Haspel-ok"
"fl1211",7,5,"Haspel-ok"
"fl1212",9,5,"Haspel-ok"
"fl1213",5,6,"Haspel-ok"
"fl1214",2,5,"Haspel-ok"
"fl1215",11,5,"Haspel-ok"
"fl1216",8,5,"Haspel-ok"
"fl1217",0,4,"Haspel-ok"
"fl1218",3,4,"Haspel-ok"
"fl1219",16,5,"Haspel-ok"
"fl122",8,5,"Haspel-ok"
"fl1220",4,3,"Haspel-ok"
"fl1221",1,5,"Haspel-ok"
"fl1222",2,4,"Haspel-ok"
"fl1223",4,4,"Haspel-ok"
"fl1224",11,5,"Haspel-ok"
"fl1225",3,6,"Haspel-ok"
"fl1226",2,4,"Haspel-ok"
"fl1227",7,4,"Haspel-ok"
"fl1228",0,2,"Haspel-ok"
"fl1229",0,2,"Haspel-ok"
"fl123",14,5,"Haspel-ok"
"fl1230",1,4,"Haspel-ok"
"fl1231",5,6,"Haspel-ok"
"fl1232",2,5,"Haspel-ok"
"fl1233",8,5,"Haspel-ok"
"fl1234",2,4,"Haspel-ok"
"fl1235",6,4,"Haspel-ok"
"fl1236",6,3,"Haspel-ok"
"fl1237",3,4,"Haspel-ok"
"fl1238",1,2,"Haspel-ok"
"fl1239",3,4,"Haspel-ok"
"fl124",2,4,"Haspel-ok"
"fl1240",11,6,"Haspel-ok"
"fl1241",6,6,"Haspel-ok"
"fl1242",0,3,"Haspel-ok"
"fl1243",2,4,"Haspel-ok"
"fl1244",12,5,"Haspel-ok"
"fl1245",0,2,"Haspel-ok"
"fl1246",4,5,"Haspel-ok"
"fl1247",9,6,"Haspel-ok"
"fl1248",0,3,"Haspel-ok"
"fl1249",4,3,"Haspel-ok"
"fl125",0,3,"Haspel-ok"
"fl1250",4,4,"Haspel-ok"
"fl1251",2,4,"Haspel-ok"
"fl1252",0,4,"Haspel-ok"
"fl1253",0,1,"Haspel-ok"
"fl1254",0,4,"Haspel-ok"
"fl1255",3,5,"Haspel-ok"
"fl1256",0,3,"Haspel-ok"
"fl1257",7,6,"Haspel-ok"
"fl1258",6,5,"Haspel-ok"
"fl1259",0,2,"Haspel-ok"
"fl126",10,5,"Haspel-ok"
"fl1260",3,3,"Haspel-ok"
"fl1261",0,2,"Haspel-ok"
"fl1262",3,4,"Haspel-ok"
"fl1263",5,5,"Haspel-ok"
"fl1264",3,5,"Haspel-ok"
"fl1265",0,4,"Haspel-ok"
"fl1266",8,5,"Haspel-ok"
"fl1267",4,5,"Haspel-ok"
"fl1268",6,5,"Haspel-ok"
"fl1269",4,6,"Haspel-ok"
"fl127",6,4,"Haspel-ok"
"fl1270",2,2,"Haspel-ok"
"fl1271",1,5,"Haspel-ok"
"fl1272",12,6,"Haspel-ok"
"fl1273",3,4,"Haspel-ok"
"fl1274",4,5,"Haspel-ok"
"fl1275",8,6,"Haspel-ok"
"fl1276",0,2,"Haspel-ok"
"fl1277",11,5,"Haspel-ok"
"fl1278",7,5,"Haspel-ok"
"fl1279",15,6,"Haspel-ok"
"fl128",8,5,"Haspel-ok"
"fl1280",13,6,"Haspel-ok"
"fl1281",5,4,"Haspel-ok"
"fl1282",0,4,"Haspel-ok"
"fl1283",0,1,"Haspel-ok"
"fl1284",10,5,"Haspel-ok"
"fl1285",5,5,"Haspel-ok"
"fl1286",1,3,"Haspel-ok"
"fl1287",2,5,"Haspel-ok"
"fl1288",8,5,"Haspel-ok"
"fl1289",0,1,"Haspel-ok"
"fl129",14,6,"Haspel-ok"
"fl1290",16,6,"Haspel-ok"
"fl1291",0,4,"Haspel-ok"
"fl1292",12,6,"Haspel-ok"
"fl1293",0,2,"Haspel-ok"
"fl1294",13,5,"Haspel-ok"
"fl1295",13,6,"Haspel-ok"
"fl1296",4,4,"Haspel-ok"
"fl1297",0,1,"Haspel-ok"
"fl1298",14,6,"Haspel-ok"
"fl1299",1,4,"Haspel-ok"
"fl13",0,2,"Haspel-ok"
"fl130",1,3,"Haspel-ok"
"fl1300",6,5,"Haspel-ok"
"fl1301",0,3,"Haspel-ok"
"fl1302",14,6,"Haspel-ok"
"fl1303",0,2,"Haspel-ok"
"fl1304",8,6,"Haspel-ok"
"fl1305",8,5,"Haspel-ok"
"fl1306",3,5,"Haspel-ok"
"fl1307",5,4,"Haspel-ok"
"fl1308",5,6,"Haspel-ok"
"fl1309",0,4,"Haspel-ok"
"fl131",10,5,"Haspel-ok"
"fl1310",9,6,"Haspel-ok"
"fl1311",0,5,"Haspel-ok"
"fl1312",4,4,"Haspel-ok"
"fl1313",1,2,"Haspel-ok"
"fl1314",6,6,"Haspel-ok"
"fl1315",8,6,"Haspel-ok"
"fl1316",5,5,"Haspel-ok"
"fl1317",3,6,"Haspel-ok"
"fl1318",6,4,"Haspel-ok"
"fl1319",0,2,"Haspel-ok"
"fl132",14,5,"Haspel-ok"
"fl1320",8,5,"Haspel-ok"
"fl1321",1,5,"Haspel-ok"
"fl1322",10,6,"Haspel-ok"
"fl1323",3,2,"Haspel-ok"
"fl1324",9,5,"Haspel-ok"
"fl1325",14,5,"Haspel-ok"
"fl1326",5,6,"Haspel-ok"
"fl1327",5,5,"Haspel-ok"
"fl1328",0,1,"Haspel-ok"
"fl1329",3,4,"Haspel-ok"
"fl133",0,5,"Haspel-ok"
"fl1330",2,4,"Haspel-ok"
"fl1331",3,5,"Haspel-ok"
"fl1332",0,1,"Haspel-ok"
"fl1333",10,5,"Haspel-ok"
"fl1334",9,6,"Haspel-ok"
"fl1335",3,4,"Haspel-ok"
"fl1336",0,3,"Haspel-ok"
"fl1337",7,5,"Haspel-ok"
"fl1338",13,6,"Haspel-ok"
"fl1339",4,5,"Haspel-ok"
"fl134",12,5,"Haspel-ok"
"fl1340",5,5,"Haspel-ok"
"fl1341",3,5,"Haspel-ok"
"fl1342",2,5,"Haspel-ok"
"fl1343",9,5,"Haspel-ok"
"fl1344",0,2,"Haspel-ok"
"fl1345",5,5,"Haspel-ok"
"fl1346",4,4,"Haspel-ok"
"fl1347",0,2,"Haspel-ok"
"fl1348",4,6,"Haspel-ok"
"fl1349",0,3,"Haspel-ok"
"fl135",1,5,"Haspel-ok"
"fl1350",2,5,"Haspel-ok"
"fl1351",5,5,"Haspel-ok"
"fl1352",5,5,"Haspel-ok"
"fl1353",15,5,"Haspel-ok"
"fl1354",9,4,"Haspel-ok"
"fl1355",8,5,"Haspel-ok"
"fl1356",0,1,"Haspel-ok"
"fl1357",0,3,"Haspel-ok"
"fl1358",8,5,"Haspel-ok"
"fl1359",1,6,"Haspel-ok"
"fl136",11,5,"Haspel-ok"
"fl1360",8,4,"Haspel-ok"
"fl1361",0,2,"Haspel-ok"
"fl1362",0,3,"Haspel-ok"
"fl1363",11,4,"Haspel-ok"
"fl1364",14,6,"Haspel-ok"
"fl1365",13,6,"Haspel-ok"
"fl1366",9,6,"Haspel-ok"
"fl1367",10,5,"Haspel-ok"
"fl1368",4,5,"Haspel-ok"
"fl1369",6,5,"Haspel-ok"
"fl137",2,4,"Haspel-ok"
"fl1370",0,4,"Haspel-ok"
"fl1371",7,5,"Haspel-ok"
"fl1372",2,4,"Haspel-ok"
"fl1373",3,6,"Haspel-ok"
"fl1374",8,5,"Haspel-ok"
"fl1375",0,2,"Haspel-ok"
"fl1376",0,1,"Haspel-ok"
"fl1377",7,5,"Haspel-ok"
"fl1378",0,3,"Haspel-ok"
"fl1379",11,6,"Haspel-ok"
"fl138",10,6,"Haspel-ok"
"fl1380",19,6,"Haspel-ok"
"fl1381",4,6,"Haspel-ok"
"fl1382",2,5,"Haspel-ok"
"fl1383",0,3,"Haspel-ok"
"fl1384",7,5,"Haspel-ok"
"fl1385",0,2,"Haspel-ok"
"fl1386",0,2,"Haspel-ok"
"fl1387",9,6,"Haspel-ok"
"fl1388",9,6,"Haspel-ok"
"fl1389",0,1,"Haspel-ok"
"fl139",10,5,"Haspel-ok"
"fl1390",5,4,"Haspel-ok"
"fl1391",5,5,"Haspel-ok"
"fl1392",1,2,"Haspel-ok"
"fl1393",2,3,"Haspel-ok"
"fl1394",5,6,"Haspel-ok"
"fl1395",10,6,"Haspel-ok"
"fl1396",10,6,"Haspel-ok"
"fl1397",3,3,"Haspel-ok"
"fl1398",2,6,"Haspel-ok"
"fl1399",10,6,"Haspel-ok"
"fl14",4,4,"Haspel-ok"
"fl140",3,4,"Haspel-ok"
"fl1400",0,4,"Haspel-ok"
"fl1401",0,4,"Haspel-ok"
"fl1402",0,1,"Haspel-ok"
"fl1403",1,4,"Haspel-ok"
"fl1404",15,4,"Haspel-ok"
"fl1405",3,4,"Haspel-ok"
"fl1406",7,6,"Haspel-ok"
"fl1407",4,5,"Haspel-ok"
"fl1408",4,5,"Haspel-ok"
"fl1409",7,4,"Haspel-ok"
"fl141",1,3,"Haspel-ok"
"fl1410",14,6,"Haspel-ok"
"fl1411",7,4,"Haspel-ok"
"fl1412",6,4,"Haspel-ok"
"fl1413",6,5,"Haspel-ok"
"fl1414",5,5,"Haspel-ok"
"fl1415",13,6,"Haspel-ok"
"fl1416",3,5,"Haspel-ok"
"fl1417",7,6,"Haspel-ok"
"fl1418",3,4,"Haspel-ok"
"fl1419",0,2,"Haspel-ok"
"fl142",3,5,"Haspel-ok"
"fl1420",2,3,"Haspel-ok"
"fl1421",0,1,"Haspel-ok"
"fl1422",0,3,"Haspel-ok"
"fl1423",5,5,"Haspel-ok"
"fl1424",14,6,"Haspel-ok"
"fl1425",3,5,"Haspel-ok"
"fl1426",7,5,"Haspel-ok"
"fl1427",10,6,"Haspel-ok"
"fl1428",5,6,"Haspel-ok"
"fl1429",2,5,"Haspel-ok"
"fl143",3,4,"Haspel-ok"
"fl1430",6,5,"Haspel-ok"
"fl1431",3,5,"Haspel-ok"
"fl1432",11,5,"Haspel-ok"
"fl1433",9,4,"Haspel-ok"
"fl1434",0,3,"Haspel-ok"
"fl1435",0,3,"Haspel-ok"
"fl1436",12,6,"Haspel-ok"
"fl1437",8,6,"Haspel-ok"
"fl1438",6,4,"Haspel-ok"
"fl1439",9,6,"Haspel-ok"
"fl144",0,2,"Haspel-ok"
"fl1440",0,2,"Haspel-ok"
"fl1441",5,6,"Haspel-ok"
"fl1442",7,5,"Haspel-ok"
"fl1443",4,4,"Haspel-ok"
"fl1444",7,6,"Haspel-ok"
"fl1445",1,5,"Haspel-ok"
"fl1446",6,4,"Haspel-ok"
"fl1447",2,3,"Haspel-ok"
"fl1448",6,6,"Haspel-ok"
"fl1449",2,4,"Haspel-ok"
"fl145",10,6,"Haspel-ok"
"fl1450",9,5,"Haspel-ok"
"fl1451",8,6,"Haspel-ok"
"fl1452",0,2,"Haspel-ok"
"fl1453",0,3,"Haspel-ok"
"fl1454",12,5,"Haspel-ok"
"fl1455",8,6,"Haspel-ok"
"fl1456",3,4,"Haspel-ok"
"fl1457",8,4,"Haspel-ok"
"fl1458",2,5,"Haspel-ok"
"fl1459",7,4,"Haspel-ok"
"fl146",8,6,"Haspel-ok"
"fl1460",1,5,"Haspel-ok"
"fl1461",3,5,"Haspel-ok"
"fl1462",3,5,"Haspel-ok"
"fl1463",0,6,"Haspel-ok"
"fl1464",9,6,"Haspel-ok"
"fl1465",6,5,"Haspel-ok"
"fl1466",10,5,"Haspel-ok"
"fl1467",12,6,"Haspel-ok"
"fl1468",5,6,"Haspel-ok"
"fl1469",7,6,"Haspel-ok"
"fl147",8,6,"Haspel-ok"
"fl1470",0,3,"Haspel-ok"
"fl1471",0,3,"Haspel-ok"
"fl1472",5,5,"Haspel-ok"
"fl1473",0,2,"Haspel-ok"
"fl1474",0,3,"Haspel-ok"
"fl1475",7,6,"Haspel-ok"
"fl1476",11,5,"Haspel-ok"
"fl1477",0,5,"Haspel-ok"
"fl1478",0,4,"Haspel-ok"
"fl1479",15,6,"Haspel-ok"
"fl148",9,4,"Haspel-ok"
"fl1480",0,2,"Haspel-ok"
"fl1481",15,6,"Haspel-ok"
"fl1482",6,5,"Haspel-ok"
"fl1483",8,4,"Haspel-ok"
"fl1484",2,3,"Haspel-ok"
"fl1485",0,2,"Haspel-ok"
"fl1486",4,5,"Haspel-ok"
"fl1487",10,6,"Haspel-ok"
"fl1488",7,6,"Haspel-ok"
"fl1489",0,2,"Haspel-ok"
"fl149",2,3,"Haspel-ok"
"fl1490",4,4,"Haspel-ok"
"fl1491",6,5,"Haspel-ok"
"fl1492",0,2,"Haspel-ok"
"fl1493",13,5,"Haspel-ok"
"fl1494",3,5,"Haspel-ok"
"fl1495",6,6,"Haspel-ok"
"fl1496",10,6,"Haspel-ok"
"fl1497",10,5,"Haspel-ok"
"fl1498",9,6,"Haspel-ok"
"fl1499",9,6,"Haspel-ok"
"fl15",0,1,"Haspel-ok"
"fl150",8,5,"Haspel-ok"
"fl1500",6,6,"Haspel-ok"
"fl1501",4,6,"Haspel-ok"
"fl1502",9,6,"Haspel-ok"
"fl1503",12,6,"Haspel-ok"
"fl1504",7,4,"Haspel-ok"
"fl1505",8,5,"Haspel-ok"
"fl1506",0,4,"Haspel-ok"
"fl1507",6,5,"Haspel-ok"
"fl1508",12,5,"Haspel-ok"
"fl1509",14,6,"Haspel-ok"
"fl151",14,5,"Haspel-ok"
"fl1510",2,3,"Haspel-ok"
"fl1511",1,4,"Haspel-ok"
"fl1512",6,6,"Haspel-ok"
"fl1513",3,5,"Haspel-ok"
"fl1514",10,5,"Haspel-ok"
"fl1515",1,4,"Haspel-ok"
"fl1516",19,5,"Haspel-ok"
"fl1517",5,5,"Haspel-ok"
"fl1518",7,5,"Haspel-ok"
"fl1519",4,6,"Haspel-ok"
"fl152",5,4,"Haspel-ok"
"fl1520",1,5,"Haspel-ok"
"fl1521",11,5,"Haspel-ok"
"fl1522",1,3,"Haspel-ok"
"fl1523",3,5,"Haspel-ok"
"fl1524",15,6,"Haspel-ok"
"fl1525",0,3,"Haspel-ok"
"fl1526",19,6,"Haspel-ok"
"fl1527",0,5,"Haspel-ok"
"fl1528",6,4,"Haspel-ok"
"fl1529",12,6,"Haspel-ok"
"fl153",1,5,"Haspel-ok"
"fl1530",1,3,"Haspel-ok"
"fl1531",6,4,"Haspel-ok"
"fl1532",0,4,"Haspel-ok"
"fl1533",4,5,"Haspel-ok"
"fl1534",3,2,"Haspel-ok"
"fl1535",9,6,"Haspel-ok"
"fl1536",9,6,"Haspel-ok"
"fl1537",17,6,"Haspel-ok"
"fl1538",1,4,"Haspel-ok"
"fl1539",8,4,"Haspel-ok"
"fl154",5,5,"Haspel-ok"
"fl1540",2,5,"Haspel-ok"
"fl1541",0,4,"Haspel-ok"
"fl1542",6,6,"Haspel-ok"
"fl1543",1,6,"Haspel-ok"
"fl1544",3,4,"Haspel-ok"
"fl1545",7,5,"Haspel-ok"
"fl1546",8,5,"Haspel-ok"
"fl1547",15,5,"Haspel-ok"
"fl1548",0,3,"Haspel-ok"
"fl1549",14,5,"Haspel-ok"
"fl155",6,5,"Haspel-ok"
"fl1550",10,4,"Haspel-ok"
"fl1551",6,4,"Haspel-ok"
"fl1552",1,4,"Haspel-ok"
"fl1553",13,5,"Haspel-ok"
"fl1554",5,6,"Haspel-ok"
"fl1555",0,4,"Haspel-ok"
"fl1556",6,4,"Haspel-ok"
"fl1557",5,4,"Haspel-ok"
"fl1558",0,4,"Haspel-ok"
"fl1559",13,6,"Haspel-ok"
"fl156",4,6,"Haspel-ok"
"fl1560",1,4,"Haspel-ok"
"fl1561",4,5,"Haspel-ok"
"fl1562",3,3,"Haspel-ok"
"fl1563",8,6,"Haspel-ok"
"fl1564",10,6,"Haspel-ok"
"fl1565",9,5,"Haspel-ok"
"fl1566",3,4,"Haspel-ok"
"fl1567",4,5,"Haspel-ok"
"fl1568",3,6,"Haspel-ok"
"fl1569",0,2,"Haspel-ok"
"fl157",0,2,"Haspel-ok"
"fl1570",0,2,"Haspel-ok"
"fl1571",13,5,"Haspel-ok"
"fl1572",13,6,"Haspel-ok"
"fl1573",1,5,"Haspel-ok"
"fl1574",1,4,"Haspel-ok"
"fl1575",9,5,"Haspel-ok"
"fl1576",9,5,"Haspel-ok"
"fl1577",9,5,"Haspel-ok"
"fl1578",6,6,"Haspel-ok"
"fl1579",10,5,"Haspel-ok"
"fl158",6,5,"Haspel-ok"
"fl1580",7,5,"Haspel-ok"
"fl1581",1,4,"Haspel-ok"
"fl1582",9,6,"Haspel-ok"
"fl1583",6,4,"Haspel-ok"
"fl1584",7,6,"Haspel-ok"
"fl1585",7,3,"Haspel-ok"
"fl1586",6,6,"Haspel-ok"
"fl1587",6,6,"Haspel-ok"
"fl1588",13,6,"Haspel-ok"
"fl1589",2,5,"Haspel-ok"
"fl159",3,6,"Haspel-ok"
"fl1590",2,3,"Haspel-ok"
"fl1591",6,6,"Haspel-ok"
"fl1592",9,6,"Haspel-ok"
"fl1593",0,3,"Haspel-ok"
"fl1594",12,5,"Haspel-ok"
"fl1595",0,3,"Haspel-ok"
"fl1596",11,6,"Haspel-ok"
"fl1597",5,5,"Haspel-ok"
"fl1598",14,6,"Haspel-ok"
"fl1599",2,3,"Haspel-ok"
"fl16",9,5,"Haspel-ok"
"fl160",4,5,"Haspel-ok"
"fl1600",5,6,"Haspel-ok"
"fl1601",3,6,"Haspel-ok"
"fl1602",8,6,"Haspel-ok"
"fl1603",15,6,"Haspel-ok"
"fl1604",0,2,"Haspel-ok"
"fl1605",7,4,"Haspel-ok"
"fl1606",2,4,"Haspel-ok"
"fl1607",3,5,"Haspel-ok"
"fl1608",5,6,"Haspel-ok"
"fl1609",4,4,"Haspel-ok"
"fl161",5,5,"Haspel-ok"
"fl1610",0,2,"Haspel-ok"
"fl1611",3,4,"Haspel-ok"
"fl1612",12,6,"Haspel-ok"
"fl1613",0,3,"Haspel-ok"
"fl1614",0,2,"Haspel-ok"
"fl1615",4,5,"Haspel-ok"
"fl1616",2,5,"Haspel-ok"
"fl1617",9,5,"Haspel-ok"
"fl1618",6,6,"Haspel-ok"
"fl1619",1,3,"Haspel-ok"
"fl162",0,3,"Haspel-ok"
"fl1620",16,5,"Haspel-ok"
"fl1621",2,2,"Haspel-ok"
"fl1622",0,5,"Haspel-ok"
"fl1623",0,6,"Haspel-ok"
"fl1624",0,2,"Haspel-ok"
"fl1625",11,4,"Haspel-ok"
"fl1626",4,5,"Haspel-ok"
"fl1627",5,5,"Haspel-ok"
"fl1628",8,5,"Haspel-ok"
"fl1629",5,5,"Haspel-ok"
