"LANG","syn_index","cov_index","type"
"fl2711",5,4,"Haspel-ok"
"fl2712",1,4,"Haspel-ok"
"fl2713",2,5,"Haspel-ok"
"fl2714",2,3,"Haspel-ok"
"fl2715",2,4,"Haspel-ok"
"fl2716",10,5,"Haspel-ok"
"fl2717",0,3,"Haspel-ok"
"fl2718",4,5,"Haspel-ok"
"fl2719",12,6,"Haspel-ok"
"fl272",1,4,"Haspel-ok"
"fl2720",6,6,"Haspel-ok"
"fl2721",1,5,"Haspel-ok"
"fl2722",0,4,"Haspel-ok"
"fl2723",13,6,"Haspel-ok"
"fl2724",5,5,"Haspel-ok"
"fl2725",14,5,"Haspel-ok"
"fl2726",5,3,"Haspel-ok"
"fl2727",3,3,"Haspel-ok"
"fl2728",14,6,"Haspel-ok"
"fl2729",12,5,"Haspel-ok"
"fl273",3,5,"Haspel-ok"
"fl2730",7,6,"Haspel-ok"
"fl2731",3,3,"Haspel-ok"
"fl2732",6,6,"Haspel-ok"
"fl2733",1,4,"Haspel-ok"
"fl2734",9,4,"Haspel-ok"
"fl2735",6,5,"Haspel-ok"
"fl2736",2,2,"Haspel-ok"
"fl2737",1,5,"Haspel-ok"
"fl2738",13,6,"Haspel-ok"
"fl2739",0,3,"Haspel-ok"
"fl274",0,3,"Haspel-ok"
"fl2740",8,4,"Haspel-ok"
"fl2741",6,6,"Haspel-ok"
"fl2742",0,2,"Haspel-ok"
"fl2743",7,4,"Haspel-ok"
"fl2744",0,3,"Haspel-ok"
"fl2745",7,5,"Haspel-ok"
"fl2746",11,6,"Haspel-ok"
"fl2747",3,5,"Haspel-ok"
"fl2748",11,5,"Haspel-ok"
"fl2749",18,6,"Haspel-ok"
"fl275",12,5,"Haspel-ok"
"fl2750",1,4,"Haspel-ok"
"fl2751",6,4,"Haspel-ok"
"fl2752",5,5,"Haspel-ok"
"fl2753",6,4,"Haspel-ok"
"fl2754",2,3,"Haspel-ok"
"fl2755",0,1,"Haspel-ok"
"fl2756",3,5,"Haspel-ok"
"fl2757",3,4,"Haspel-ok"
"fl2758",2,4,"Haspel-ok"
"fl2759",2,4,"Haspel-ok"
"fl276",0,2,"Haspel-ok"
"fl2760",9,5,"Haspel-ok"
"fl2761",0,4,"Haspel-ok"
"fl2762",9,5,"Haspel-ok"
"fl2763",15,6,"Haspel-ok"
"fl2764",1,4,"Haspel-ok"
"fl2765",6,5,"Haspel-ok"
"fl2766",0,4,"Haspel-ok"
"fl2767",8,4,"Haspel-ok"
"fl2768",1,6,"Haspel-ok"
"fl2769",9,6,"Haspel-ok"
"fl277",7,6,"Haspel-ok"
"fl2770",2,5,"Haspel-ok"
"fl2771",8,5,"Haspel-ok"
"fl2772",7,4,"Haspel-ok"
"fl2773",1,4,"Haspel-ok"
"fl2774",4,5,"Haspel-ok"
"fl2775",8,6,"Haspel-ok"
"fl2776",0,2,"Haspel-ok"
"fl2777",3,5,"Haspel-ok"
"fl2778",11,5,"Haspel-ok"
"fl2779",0,4,"Haspel-ok"
"fl278",1,5,"Haspel-ok"
"fl2780",0,4,"Haspel-ok"
"fl2781",7,6,"Haspel-ok"
"fl2782",16,6,"Haspel-ok"
"fl2783",2,3,"Haspel-ok"
"fl2784",13,6,"Haspel-ok"
"fl2785",0,3,"Haspel-ok"
"fl2786",10,5,"Haspel-ok"
"fl2787",4,5,"Haspel-ok"
"fl2788",0,3,"Haspel-ok"
"fl2789",2,5,"Haspel-ok"
"fl279",8,6,"Haspel-ok"
"fl2790",1,4,"Haspel-ok"
"fl2791",7,6,"Haspel-ok"
"fl2792",11,5,"Haspel-ok"
"fl2793",4,4,"Haspel-ok"
"fl2794",2,6,"Haspel-ok"
"fl2795",11,6,"Haspel-ok"
"fl2796",4,4,"Haspel-ok"
"fl2797",9,5,"Haspel-ok"
"fl2798",7,4,"Haspel-ok"
"fl2799",0,3,"Haspel-ok"
"fl28",6,6,"Haspel-ok"
"fl280",2,2,"Haspel-ok"
"fl2800",5,5,"Haspel-ok"
"fl2801",7,6,"Haspel-ok"
"fl2802",0,3,"Haspel-ok"
"fl2803",1,6,"Haspel-ok"
"fl2804",2,4,"Haspel-ok"
"fl2805",9,5,"Haspel-ok"
"fl2806",11,6,"Haspel-ok"
"fl2807",2,3,"Haspel-ok"
"fl2808",0,4,"Haspel-ok"
"fl2809",6,4,"Haspel-ok"
"fl281",8,5,"Haspel-ok"
"fl2810",7,4,"Haspel-ok"
"fl2811",0,3,"Haspel-ok"
"fl2812",3,5,"Haspel-ok"
"fl2813",0,4,"Haspel-ok"
"fl2814",2,5,"Haspel-ok"
"fl2815",1,5,"Haspel-ok"
"fl2816",14,6,"Haspel-ok"
"fl2817",11,6,"Haspel-ok"
"fl2818",2,5,"Haspel-ok"
"fl2819",0,4,"Haspel-ok"
"fl282",0,3,"Haspel-ok"
"fl2820",4,5,"Haspel-ok"
"fl2821",5,5,"Haspel-ok"
"fl2822",8,5,"Haspel-ok"
"fl2823",7,6,"Haspel-ok"
"fl2824",4,4,"Haspel-ok"
"fl2825",4,4,"Haspel-ok"
"fl2826",16,4,"Haspel-ok"
"fl2827",0,1,"Haspel-ok"
"fl2828",11,6,"Haspel-ok"
"fl2829",12,6,"Haspel-ok"
"fl283",11,6,"Haspel-ok"
"fl2830",3,3,"Haspel-ok"
"fl2831",12,6,"Haspel-ok"
"fl2832",9,5,"Haspel-ok"
"fl2833",10,6,"Haspel-ok"
"fl2834",7,6,"Haspel-ok"
"fl2835",11,6,"Haspel-ok"
"fl2836",11,6,"Haspel-ok"
"fl2837",5,5,"Haspel-ok"
"fl2838",0,1,"Haspel-ok"
"fl2839",0,3,"Haspel-ok"
"fl284",0,2,"Haspel-ok"
"fl2840",0,4,"Haspel-ok"
"fl2841",4,5,"Haspel-ok"
"fl2842",14,6,"Haspel-ok"
"fl2843",5,5,"Haspel-ok"
"fl2844",12,6,"Haspel-ok"
"fl2845",3,6,"Haspel-ok"
"fl2846",1,3,"Haspel-ok"
"fl2847",6,5,"Haspel-ok"
"fl2848",10,6,"Haspel-ok"
"fl2849",5,6,"Haspel-ok"
"fl285",1,5,"Haspel-ok"
"fl2850",6,4,"Haspel-ok"
"fl2851",0,2,"Haspel-ok"
"fl2852",6,5,"Haspel-ok"
"fl2853",1,3,"Haspel-ok"
"fl2854",4,5,"Haspel-ok"
"fl2855",4,6,"Haspel-ok"
"fl2856",10,6,"Haspel-ok"
"fl2857",0,4,"Haspel-ok"
"fl2858",1,5,"Haspel-ok"
"fl2859",1,6,"Haspel-ok"
"fl286",5,5,"Haspel-ok"
"fl2860",10,6,"Haspel-ok"
"fl2861",0,3,"Haspel-ok"
"fl2862",1,3,"Haspel-ok"
"fl2863",5,5,"Haspel-ok"
"fl2864",4,5,"Haspel-ok"
"fl2865",7,5,"Haspel-ok"
"fl2866",0,2,"Haspel-ok"
"fl2867",11,5,"Haspel-ok"
"fl2868",2,5,"Haspel-ok"
"fl2869",13,5,"Haspel-ok"
"fl287",6,5,"Haspel-ok"
"fl2870",6,5,"Haspel-ok"
"fl2871",4,5,"Haspel-ok"
"fl2872",1,4,"Haspel-ok"
"fl2873",11,6,"Haspel-ok"
"fl2874",1,4,"Haspel-ok"
"fl2875",3,3,"Haspel-ok"
"fl2876",0,4,"Haspel-ok"
"fl2877",0,5,"Haspel-ok"
"fl2878",0,1,"Haspel-ok"
"fl2879",1,4,"Haspel-ok"
"fl288",2,5,"Haspel-ok"
"fl2880",7,5,"Haspel-ok"
"fl2881",10,6,"Haspel-ok"
"fl2882",2,4,"Haspel-ok"
"fl2883",3,6,"Haspel-ok"
"fl2884",14,6,"Haspel-ok"
"fl2885",1,5,"Haspel-ok"
"fl2886",13,4,"Haspel-ok"
"fl2887",8,4,"Haspel-ok"
"fl2888",4,5,"Haspel-ok"
"fl2889",11,6,"Haspel-ok"
"fl289",4,5,"Haspel-ok"
"fl2890",1,4,"Haspel-ok"
"fl2891",3,6,"Haspel-ok"
"fl2892",0,2,"Haspel-ok"
"fl2893",7,5,"Haspel-ok"
"fl2894",9,6,"Haspel-ok"
"fl2895",2,4,"Haspel-ok"
"fl2896",1,5,"Haspel-ok"
"fl2897",9,6,"Haspel-ok"
"fl2898",0,3,"Haspel-ok"
"fl2899",1,4,"Haspel-ok"
"fl29",2,4,"Haspel-ok"
"fl290",7,6,"Haspel-ok"
"fl2900",1,3,"Haspel-ok"
"fl2901",4,4,"Haspel-ok"
"fl2902",11,5,"Haspel-ok"
"fl2903",0,2,"Haspel-ok"
"fl2904",0,3,"Haspel-ok"
"fl2905",4,5,"Haspel-ok"
"fl2906",7,6,"Haspel-ok"
"fl2907",6,6,"Haspel-ok"
"fl2908",9,5,"Haspel-ok"
"fl2909",2,3,"Haspel-ok"
"fl291",3,4,"Haspel-ok"
"fl2910",7,5,"Haspel-ok"
"fl2911",8,5,"Haspel-ok"
"fl2912",12,6,"Haspel-ok"
"fl2913",6,5,"Haspel-ok"
"fl2914",2,5,"Haspel-ok"
"fl2915",4,5,"Haspel-ok"
"fl2916",0,4,"Haspel-ok"
"fl2917",6,5,"Haspel-ok"
"fl2918",9,5,"Haspel-ok"
"fl2919",12,6,"Haspel-ok"
"fl292",0,4,"Haspel-ok"
"fl2920",8,6,"Haspel-ok"
"fl2921",3,4,"Haspel-ok"
"fl2922",2,3,"Haspel-ok"
"fl2923",3,6,"Haspel-ok"
"fl2924",9,4,"Haspel-ok"
"fl2925",5,4,"Haspel-ok"
"fl2926",2,4,"Haspel-ok"
"fl2927",10,5,"Haspel-ok"
"fl2928",2,3,"Haspel-ok"
"fl2929",1,4,"Haspel-ok"
"fl293",4,3,"Haspel-ok"
"fl2930",9,6,"Haspel-ok"
"fl2931",8,6,"Haspel-ok"
"fl2932",0,5,"Haspel-ok"
"fl2933",7,5,"Haspel-ok"
"fl2934",6,6,"Haspel-ok"
"fl2935",5,6,"Haspel-ok"
"fl2936",9,5,"Haspel-ok"
"fl2937",14,5,"Haspel-ok"
"fl2938",9,6,"Haspel-ok"
"fl2939",12,6,"Haspel-ok"
"fl294",11,5,"Haspel-ok"
"fl2940",1,4,"Haspel-ok"
"fl2941",0,3,"Haspel-ok"
"fl2942",11,6,"Haspel-ok"
"fl2943",2,5,"Haspel-ok"
"fl2944",5,5,"Haspel-ok"
"fl2945",12,6,"Haspel-ok"
"fl2946",1,2,"Haspel-ok"
"fl2947",1,6,"Haspel-ok"
"fl2948",12,6,"Haspel-ok"
"fl2949",0,1,"Haspel-ok"
"fl295",0,3,"Haspel-ok"
"fl2950",6,6,"Haspel-ok"
"fl2951",8,6,"Haspel-ok"
"fl2952",3,5,"Haspel-ok"
"fl2953",17,6,"Haspel-ok"
"fl2954",7,4,"Haspel-ok"
"fl2955",0,3,"Haspel-ok"
"fl2956",11,5,"Haspel-ok"
"fl2957",7,5,"Haspel-ok"
"fl2958",14,6,"Haspel-ok"
"fl2959",5,6,"Haspel-ok"
"fl296",8,6,"Haspel-ok"
"fl2960",8,6,"Haspel-ok"
"fl2961",5,6,"Haspel-ok"
"fl2962",5,5,"Haspel-ok"
"fl2963",0,3,"Haspel-ok"
"fl2964",0,1,"Haspel-ok"
"fl2965",4,4,"Haspel-ok"
"fl2966",4,4,"Haspel-ok"
"fl2967",6,6,"Haspel-ok"
"fl2968",2,3,"Haspel-ok"
"fl2969",0,2,"Haspel-ok"
"fl297",11,6,"Haspel-ok"
"fl2970",1,5,"Haspel-ok"
"fl2971",7,5,"Haspel-ok"
"fl2972",12,6,"Haspel-ok"
"fl2973",8,4,"Haspel-ok"
"fl2974",6,4,"Haspel-ok"
"fl2975",6,4,"Haspel-ok"
"fl2976",3,5,"Haspel-ok"
"fl2977",0,3,"Haspel-ok"
"fl2978",8,6,"Haspel-ok"
"fl2979",0,2,"Haspel-ok"
"fl298",0,2,"Haspel-ok"
"fl2980",10,6,"Haspel-ok"
"fl2981",12,6,"Haspel-ok"
"fl2982",10,4,"Haspel-ok"
"fl2983",4,4,"Haspel-ok"
"fl2984",8,4,"Haspel-ok"
"fl2985",0,3,"Haspel-ok"
"fl2986",6,4,"Haspel-ok"
"fl2987",10,6,"Haspel-ok"
"fl2988",4,6,"Haspel-ok"
"fl2989",1,4,"Haspel-ok"
"fl299",4,5,"Haspel-ok"
"fl2990",4,5,"Haspel-ok"
"fl2991",3,4,"Haspel-ok"
"fl2992",10,5,"Haspel-ok"
"fl2993",0,2,"Haspel-ok"
"fl2994",5,4,"Haspel-ok"
"fl2995",7,5,"Haspel-ok"
"fl2996",0,3,"Haspel-ok"
"fl2997",0,1,"Haspel-ok"
"fl2998",3,4,"Haspel-ok"
"fl2999",2,4,"Haspel-ok"
"fl3",2,4,"Haspel-ok"
"fl30",7,5,"Haspel-ok"
"fl300",6,6,"Haspel-ok"
"fl3000",8,5,"Haspel-ok"
"fl3001",2,5,"Haspel-ok"
"fl3002",1,6,"Haspel-ok"
"fl3003",11,4,"Haspel-ok"
"fl3004",0,1,"Haspel-ok"
"fl3005",11,4,"Haspel-ok"
"fl3006",16,5,"Haspel-ok"
"fl3007",9,6,"Haspel-ok"
"fl3008",0,1,"Haspel-ok"
"fl3009",15,6,"Haspel-ok"
"fl301",9,6,"Haspel-ok"
"fl3010",10,6,"Haspel-ok"
"fl3011",7,6,"Haspel-ok"
"fl3012",7,6,"Haspel-ok"
"fl3013",4,5,"Haspel-ok"
"fl3014",2,4,"Haspel-ok"
"fl3015",5,4,"Haspel-ok"
"fl3016",12,6,"Haspel-ok"
"fl3017",1,4,"Haspel-ok"
"fl3018",8,6,"Haspel-ok"
"fl3019",4,4,"Haspel-ok"
"fl302",6,6,"Haspel-ok"
"fl3020",6,4,"Haspel-ok"
"fl3021",2,3,"Haspel-ok"
"fl3022",6,5,"Haspel-ok"
"fl3023",7,6,"Haspel-ok"
"fl3024",0,2,"Haspel-ok"
"fl3025",12,5,"Haspel-ok"
"fl3026",9,5,"Haspel-ok"
"fl3027",9,4,"Haspel-ok"
"fl3028",0,3,"Haspel-ok"
"fl3029",7,5,"Haspel-ok"
"fl303",2,5,"Haspel-ok"
"fl3030",1,3,"Haspel-ok"
"fl3031",7,5,"Haspel-ok"
"fl3032",9,4,"Haspel-ok"
"fl3033",3,5,"Haspel-ok"
"fl3034",0,1,"Haspel-ok"
"fl3035",0,4,"Haspel-ok"
"fl3036",9,6,"Haspel-ok"
"fl3037",10,5,"Haspel-ok"
"fl3038",3,5,"Haspel-ok"
"fl3039",11,6,"Haspel-ok"
"fl304",10,6,"Haspel-ok"
"fl3040",8,6,"Haspel-ok"
"fl3041",6,6,"Haspel-ok"
"fl3042",9,5,"Haspel-ok"
"fl3043",5,3,"Haspel-ok"
"fl3044",4,5,"Haspel-ok"
"fl3045",2,4,"Haspel-ok"
"fl3046",8,4,"Haspel-ok"
"fl3047",0,1,"Haspel-ok"
"fl3048",0,5,"Haspel-ok"
"fl3049",0,1,"Haspel-ok"
"fl305",10,6,"Haspel-ok"
"fl3050",5,5,"Haspel-ok"
"fl3051",5,4,"Haspel-ok"
"fl3052",14,5,"Haspel-ok"
"fl3053",3,6,"Haspel-ok"
"fl3054",12,5,"Haspel-ok"
"fl3055",9,6,"Haspel-ok"
"fl3056",0,2,"Haspel-ok"
"fl3057",5,4,"Haspel-ok"
"fl3058",6,4,"Haspel-ok"
"fl3059",4,5,"Haspel-ok"
"fl306",4,5,"Haspel-ok"
"fl3060",2,4,"Haspel-ok"
"fl3061",0,5,"Haspel-ok"
"fl3062",2,4,"Haspel-ok"
"fl3063",9,5,"Haspel-ok"
"fl3064",0,3,"Haspel-ok"
"fl3065",12,6,"Haspel-ok"
"fl3066",2,5,"Haspel-ok"
"fl3067",7,5,"Haspel-ok"
"fl3068",2,2,"Haspel-ok"
"fl3069",3,4,"Haspel-ok"
"fl307",3,5,"Haspel-ok"
"fl3070",10,6,"Haspel-ok"
"fl3071",5,5,"Haspel-ok"
"fl3072",0,1,"Haspel-ok"
"fl3073",11,5,"Haspel-ok"
"fl3074",14,6,"Haspel-ok"
"fl3075",3,4,"Haspel-ok"
"fl3076",12,5,"Haspel-ok"
"fl3077",16,5,"Haspel-ok"
"fl3078",0,2,"Haspel-ok"
"fl3079",6,4,"Haspel-ok"
"fl308",0,2,"Haspel-ok"
"fl3080",0,5,"Haspel-ok"
"fl3081",10,5,"Haspel-ok"
"fl3082",13,5,"Haspel-ok"
"fl3083",9,5,"Haspel-ok"
"fl3084",9,5,"Haspel-ok"
"fl3085",6,5,"Haspel-ok"
"fl3086",5,6,"Haspel-ok"
"fl3087",8,6,"Haspel-ok"
"fl3088",13,4,"Haspel-ok"
"fl3089",1,3,"Haspel-ok"
"fl309",9,4,"Haspel-ok"
"fl3090",0,3,"Haspel-ok"
"fl3091",2,4,"Haspel-ok"
"fl3092",4,5,"Haspel-ok"
"fl3093",8,5,"Haspel-ok"
"fl3094",2,5,"Haspel-ok"
"fl3095",12,6,"Haspel-ok"
"fl3096",8,6,"Haspel-ok"
"fl3097",2,6,"Haspel-ok"
"fl3098",2,5,"Haspel-ok"
"fl3099",0,4,"Haspel-ok"
"fl31",0,3,"Haspel-ok"
"fl310",3,4,"Haspel-ok"
"fl3100",0,1,"Haspel-ok"
"fl3101",10,6,"Haspel-ok"
"fl3102",13,6,"Haspel-ok"
"fl3103",11,5,"Haspel-ok"
"fl3104",0,2,"Haspel-ok"
"fl3105",6,6,"Haspel-ok"
"fl3106",8,6,"Haspel-ok"
"fl3107",19,6,"Haspel-ok"
"fl3108",3,5,"Haspel-ok"
"fl3109",8,5,"Haspel-ok"
"fl311",0,3,"Haspel-ok"
"fl3110",7,5,"Haspel-ok"
"fl3111",1,3,"Haspel-ok"
"fl3112",0,3,"Haspel-ok"
"fl3113",12,5,"Haspel-ok"
"fl3114",7,6,"Haspel-ok"
"fl3115",0,2,"Haspel-ok"
"fl3116",5,5,"Haspel-ok"
"fl3117",0,4,"Haspel-ok"
"fl3118",1,4,"Haspel-ok"
"fl3119",12,6,"Haspel-ok"
"fl312",1,1,"Haspel-ok"
"fl3120",12,5,"Haspel-ok"
"fl3121",4,4,"Haspel-ok"
"fl3122",8,5,"Haspel-ok"
"fl3123",5,5,"Haspel-ok"
"fl3124",5,4,"Haspel-ok"
"fl3125",4,5,"Haspel-ok"
"fl3126",5,5,"Haspel-ok"
"fl3127",1,3,"Haspel-ok"
"fl3128",8,4,"Haspel-ok"
"fl3129",1,6,"Haspel-ok"
"fl313",2,3,"Haspel-ok"
"fl3130",3,4,"Haspel-ok"
"fl3131",0,2,"Haspel-ok"
"fl3132",0,4,"Haspel-ok"
"fl3133",10,6,"Haspel-ok"
"fl3134",4,5,"Haspel-ok"
"fl3135",13,6,"Haspel-ok"
"fl3136",12,5,"Haspel-ok"
"fl3137",10,5,"Haspel-ok"
"fl3138",10,5,"Haspel-ok"
"fl3139",4,4,"Haspel-ok"
"fl314",10,6,"Haspel-ok"
"fl3140",3,4,"Haspel-ok"
"fl3141",0,4,"Haspel-ok"
"fl3142",4,3,"Haspel-ok"
"fl3143",2,5,"Haspel-ok"
"fl3144",2,3,"Haspel-ok"
"fl3145",8,6,"Haspel-ok"
"fl3146",10,6,"Haspel-ok"
"fl3147",0,3,"Haspel-ok"
"fl3148",3,5,"Haspel-ok"
"fl3149",0,3,"Haspel-ok"
"fl315",1,5,"Haspel-ok"
"fl3150",7,4,"Haspel-ok"
"fl3151",9,6,"Haspel-ok"
"fl3152",8,5,"Haspel-ok"
"fl3153",15,5,"Haspel-ok"
"fl3154",0,3,"Haspel-ok"
"fl3155",7,5,"Haspel-ok"
"fl3156",1,5,"Haspel-ok"
"fl3157",9,5,"Haspel-ok"
"fl3158",6,6,"Haspel-ok"
"fl3159",4,5,"Haspel-ok"
"fl316",0,4,"Haspel-ok"
"fl3160",10,5,"Haspel-ok"
"fl3161",1,4,"Haspel-ok"
"fl3162",0,3,"Haspel-ok"
"fl3163",10,5,"Haspel-ok"
"fl3164",12,6,"Haspel-ok"
"fl3165",0,1,"Haspel-ok"
"fl3166",11,5,"Haspel-ok"
"fl3167",1,4,"Haspel-ok"
"fl3168",7,4,"Haspel-ok"
"fl3169",9,6,"Haspel-ok"
"fl317",5,6,"Haspel-ok"
"fl3170",4,5,"Haspel-ok"
"fl3171",1,3,"Haspel-ok"
"fl3172",3,4,"Haspel-ok"
"fl3173",3,6,"Haspel-ok"
"fl3174",11,6,"Haspel-ok"
"fl3175",5,4,"Haspel-ok"
"fl3176",4,5,"Haspel-ok"
"fl3177",10,5,"Haspel-ok"
"fl3178",2,6,"Haspel-ok"
"fl3179",7,4,"Haspel-ok"
"fl318",4,4,"Haspel-ok"
"fl3180",8,6,"Haspel-ok"
"fl3181",0,2,"Haspel-ok"
"fl3182",3,5,"Haspel-ok"
"fl3183",11,5,"Haspel-ok"
"fl3184",3,6,"Haspel-ok"
"fl3185",3,6,"Haspel-ok"
"fl3186",0,3,"Haspel-ok"
"fl3187",4,5,"Haspel-ok"
"fl3188",1,3,"Haspel-ok"
"fl3189",13,4,"Haspel-ok"
"fl319",3,3,"Haspel-ok"
"fl3190",5,5,"Haspel-ok"
"fl3191",10,6,"Haspel-ok"
"fl3192",5,6,"Haspel-ok"
"fl3193",0,2,"Haspel-ok"
"fl3194",8,4,"Haspel-ok"
"fl3195",4,5,"Haspel-ok"
"fl3196",3,5,"Haspel-ok"
"fl3197",10,5,"Haspel-ok"
"fl3198",3,6,"Haspel-ok"
"fl3199",0,4,"Haspel-ok"
"fl32",7,6,"Haspel-ok"
"fl320",2,6,"Haspel-ok"
"fl3200",9,6,"Haspel-ok"
"fl3201",6,5,"Haspel-ok"
"fl3202",5,3,"Haspel-ok"
"fl3203",9,5,"Haspel-ok"
"fl3204",8,4,"Haspel-ok"
"fl3205",0,2,"Haspel-ok"
"fl3206",12,6,"Haspel-ok"
"fl3207",0,2,"Haspel-ok"
"fl3208",5,6,"Haspel-ok"
"fl3209",9,6,"Haspel-ok"
"fl321",3,5,"Haspel-ok"
"fl3210",1,3,"Haspel-ok"
"fl3211",0,4,"Haspel-ok"
"fl3212",4,5,"Haspel-ok"
"fl3213",3,5,"Haspel-ok"
"fl3214",15,5,"Haspel-ok"
"fl3215",9,5,"Haspel-ok"
"fl3216",2,4,"Haspel-ok"
"fl3217",2,5,"Haspel-ok"
"fl3218",4,6,"Haspel-ok"
"fl3219",6,5,"Haspel-ok"
"fl322",4,6,"Haspel-ok"
"fl3220",6,5,"Haspel-ok"
"fl3221",12,5,"Haspel-ok"
"fl3222",9,6,"Haspel-ok"
"fl3223",11,5,"Haspel-ok"
"fl3224",1,4,"Haspel-ok"
"fl3225",12,6,"Haspel-ok"
"fl3226",0,3,"Haspel-ok"
"fl3227",10,5,"Haspel-ok"
"fl3228",2,5,"Haspel-ok"
"fl3229",3,6,"Haspel-ok"
"fl323",8,5,"Haspel-ok"
"fl3230",2,5,"Haspel-ok"
"fl3231",2,5,"Haspel-ok"
"fl3232",3,4,"Haspel-ok"
"fl3233",1,3,"Haspel-ok"
"fl3234",4,5,"Haspel-ok"
"fl3235",0,1,"Haspel-ok"
"fl3236",13,5,"Haspel-ok"
"fl3237",4,5,"Haspel-ok"
"fl3238",8,5,"Haspel-ok"
"fl3239",0,2,"Haspel-ok"
"fl324",10,6,"Haspel-ok"
"fl3240",2,3,"Haspel-ok"
"fl3241",2,4,"Haspel-ok"
"fl3242",1,5,"Haspel-ok"
"fl3243",2,3,"Haspel-ok"
"fl3244",12,5,"Haspel-ok"
"fl3245",0,2,"Haspel-ok"
"fl3246",12,6,"Haspel-ok"
"fl3247",0,4,"Haspel-ok"
"fl3248",17,5,"Haspel-ok"
"fl3249",2,3,"Haspel-ok"
"fl325",0,1,"Haspel-ok"
"fl3250",9,6,"Haspel-ok"
"fl3251",2,5,"Haspel-ok"
"fl3252",5,5,"Haspel-ok"
"fl3253",8,5,"Haspel-ok"
"fl3254",4,3,"Haspel-ok"
"fl3255",5,4,"Haspel-ok"
"fl3256",1,2,"Haspel-ok"
"fl3257",2,5,"Haspel-ok"
"fl3258",4,5,"Haspel-ok"
"fl3259",6,6,"Haspel-ok"
"fl326",0,3,"Haspel-ok"
"fl3260",1,5,"Haspel-ok"
"fl3261",11,6,"Haspel-ok"
"fl3262",8,6,"Haspel-ok"
"fl3263",9,5,"Haspel-ok"
"fl3264",9,4,"Haspel-ok"
"fl3265",3,4,"Haspel-ok"
"fl3266",7,5,"Haspel-ok"
"fl3267",3,4,"Haspel-ok"
"fl3268",2,6,"Haspel-ok"
"fl3269",4,4,"Haspel-ok"
"fl327",10,5,"Haspel-ok"
"fl3270",2,5,"Haspel-ok"
"fl3271",0,3,"Haspel-ok"
"fl3272",0,2,"Haspel-ok"
"fl3273",10,6,"Haspel-ok"
"fl3274",9,6,"Haspel-ok"
"fl3275",2,5,"Haspel-ok"
"fl3276",5,5,"Haspel-ok"
"fl3277",7,3,"Haspel-ok"
"fl3278",2,5,"Haspel-ok"
"fl3279",10,5,"Haspel-ok"
"fl328",11,6,"Haspel-ok"
"fl3280",2,3,"Haspel-ok"
"fl3281",12,5,"Haspel-ok"
"fl3282",13,5,"Haspel-ok"
"fl3283",6,6,"Haspel-ok"
"fl3284",10,5,"Haspel-ok"
"fl3285",1,5,"Haspel-ok"
"fl3286",0,6,"Haspel-ok"
"fl3287",11,6,"Haspel-ok"
"fl3288",7,5,"Haspel-ok"
"fl3289",0,4,"Haspel-ok"
"fl329",10,5,"Haspel-ok"
"fl3290",4,6,"Haspel-ok"
"fl3291",12,6,"Haspel-ok"
"fl3292",6,5,"Haspel-ok"
"fl3293",1,3,"Haspel-ok"
"fl3294",8,6,"Haspel-ok"
"fl3295",2,4,"Haspel-ok"
"fl3296",2,3,"Haspel-ok"
"fl3297",4,6,"Haspel-ok"
"fl3298",1,4,"Haspel-ok"
"fl3299",7,6,"Haspel-ok"
"fl33",1,3,"Haspel-ok"
"fl330",0,3,"Haspel-ok"
"fl3300",6,4,"Haspel-ok"
"fl3301",8,5,"Haspel-ok"
"fl3302",5,4,"Haspel-ok"
"fl3303",6,5,"Haspel-ok"
"fl3304",16,6,"Haspel-ok"
"fl3305",11,6,"Haspel-ok"
"fl3306",14,6,"Haspel-ok"
"fl3307",6,5,"Haspel-ok"
"fl3308",9,5,"Haspel-ok"
"fl3309",4,6,"Haspel-ok"
"fl331",3,4,"Haspel-ok"
"fl3310",10,5,"Haspel-ok"
"fl3311",5,5,"Haspel-ok"
"fl3312",10,5,"Haspel-ok"
"fl3313",11,6,"Haspel-ok"
"fl3314",6,5,"Haspel-ok"
"fl3315",3,4,"Haspel-ok"
"fl3316",2,6,"Haspel-ok"
"fl3317",7,5,"Haspel-ok"
"fl3318",3,5,"Haspel-ok"
"fl3319",7,6,"Haspel-ok"
"fl332",0,3,"Haspel-ok"
"fl3320",13,5,"Haspel-ok"
"fl3321",3,4,"Haspel-ok"
"fl3322",9,5,"Haspel-ok"
"fl3323",2,3,"Haspel-ok"
"fl3324",9,6,"Haspel-ok"
"fl3325",0,3,"Haspel-ok"
"fl3326",5,4,"Haspel-ok"
"fl3327",8,5,"Haspel-ok"
"fl3328",0,3,"Haspel-ok"
"fl3329",9,6,"Haspel-ok"
"fl333",5,5,"Haspel-ok"
"fl3330",5,5,"Haspel-ok"
"fl3331",8,4,"Haspel-ok"
"fl3332",3,5,"Haspel-ok"
"fl3333",8,5,"Haspel-ok"
"fl3334",5,4,"Haspel-ok"
"fl3335",5,6,"Haspel-ok"
"fl3336",10,6,"Haspel-ok"
"fl3337",3,6,"Haspel-ok"
"fl3338",7,5,"Haspel-ok"
"fl3339",7,4,"Haspel-ok"
"fl334",1,5,"Haspel-ok"
"fl3340",5,5,"Haspel-ok"
"fl3341",7,6,"Haspel-ok"
"fl3342",4,5,"Haspel-ok"
