LANG,complexityoflanguages,costoflanguages,new_col
lang1320gen1mutoff113gen2mutoff3gen3mutoff16,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff16gen4mutoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff16gen4mutoff3gen13rcoff62,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff16gen4mutoff3gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff16gen7rcoff903,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff1gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff1gen5mutoff0gen8rcoff193,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff1gen5mutoff0gen8rcoff193gen36rcoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff1gen5mutoff0gen9rcoff275,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff5,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff5gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen3mutoff5gen6mutoff0gen15rcoff86,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen6mutoff0gen13rcoff123,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen6mutoff0gen7rcoff199,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen6rcoff105,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen6rcoff105gen10rcoff302,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff3gen6rcoff105gen7rcoff628,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11gen4mutoff2,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11gen4mutoff2gen10rcoff18,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11gen5mutoff1gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11gen5mutoff1gen7rcoff110,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11gen5mutoff1gen7rcoff110gen8rcoff548,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff11gen5mutoff1gen7rcoff110gen8rcoff548gen12rcoff153,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff15,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff19,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff19gen4rcoff89,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff19gen4rcoff89gen6rcoff119,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen12rcoff15,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen4mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen4mutoff1gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen4mutoff1gen5mutoff0gen7rcoff368,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen4mutoff1gen5mutoff0gen7rcoff458,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen4mutoff1gen5mutoff0gen8rcoff171,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff3gen5mutoff1gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen3mutoff9,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen4mutoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff41gen4mutoff3gen5rcoff113,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen13rcoff115,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen13rcoff115gen20rcoff11,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen3mutoff13,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen3mutoff13gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen3mutoff14,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen3mutoff14gen10rcoff252,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen3mutoff14gen6rcoff166,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen4mutoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen4mutoff3gen19rcoff8,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen4mutoff3gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen4mutoff3gen9rcoff467,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen5mutoff1gen16rcoff31,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen5mutoff1gen6rcoff58,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff44gen5mutoff1gen6rcoff58gen11rcoff194,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57gen3mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57gen3mutoff14,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57gen3mutoff14gen4mutoff2,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57gen3mutoff14gen4mutoff2gen9rcoff285,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57gen3mutoff14gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57gen3mutoff14gen5mutoff1gen11rcoff71,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff57gen3mutoff7,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen11rcoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen3mutoff16,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen3mutoff16gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen3mutoff16gen5mutoff0gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen3mutoff18,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen4mutoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen4mutoff3gen8rcoff20,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen4mutoff3gen8rcoff20gen9rcoff25,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff64gen4mutoff3gen8rcoff20gen9rcoff25gen11rcoff36,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff14,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff14gen10rcoff165,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff14gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff0gen13rcoff104,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff0gen13rcoff104gen22rcoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff0gen13rcoff54,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff0gen6rcoff144,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff0gen6rcoff144gen11rcoff249,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff1gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff1gen5mutoff0gen12rcoff79,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen4mutoff1gen5mutoff0gen7rcoff772,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen5mutoff0gen7rcoff728,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen2mutoff70gen3mutoff7gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen4mutoff2,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen4mutoff2gen17rcoff30,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen4mutoff2gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen4mutoff2gen5mutoff1gen7rcoff788,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen6rcoff98,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen9rcoff211,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff0gen9rcoff211gen15rcoff67,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff13,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff5,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff5gen4mutoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff5gen4mutoff3gen5rcoff128,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff5gen4mutoff3gen9rcoff141,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff5gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff5gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen3mutoff5gen8rcoff466,1,4.776119402985076,"(4.776119402985076, 1)"
lang1320gen1mutoff113gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff2,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff2gen4mutoff3,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff2gen4mutoff3gen6rcoff192,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff2gen4mutoff3gen6rcoff192gen8rcoff558,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff2gen4mutoff3gen6rcoff192gen8rcoff558gen13rcoff16,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff2gen4mutoff3gen6rcoff192gen8rcoff558gen15rcoff75,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7gen4mutoff2,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7gen4mutoff2gen11rcoff59,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7gen4mutoff2gen11rcoff59gen14rcoff63,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7gen4mutoff2gen12rcoff86,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7gen4mutoff2gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7gen4mutoff2gen5mutoff1gen17rcoff41,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen3mutoff7gen9rcoff200,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen7rcoff518,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff19gen9rcoff440,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff2,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen10rcoff33,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen4mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen4mutoff1gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen5mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen6rcoff75,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen6rcoff75gen7rcoff397,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen6rcoff75gen7rcoff397gen12rcoff61,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen6rcoff75gen9rcoff137,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff15gen6rcoff75gen9rcoff411,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff2,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff2gen4mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff2gen4mutoff1gen5mutoff1,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff2gen4mutoff1gen5mutoff1gen10rcoff190,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff2gen4mutoff1gen5mutoff1gen11rcoff262,1,4.776119402985076,"(4.776119402985076, 1)"
lang1779gen1mutoff144gen2mutoff22gen3mutoff2gen4mutoff1gen5mutoff1gen6mutoff0,1,4.776119402985076,"(4.776119402985076, 1)"
