LANG,complexityoflanguages,RSAcostoflanguages
lang0gen1mutoff99gen2mutoff0gen3rcoff174,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen3rcoff255,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen3rcoff255gen5mutoff0,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen3rcoff255gen5mutoff0gen12rcoff72,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen3rcoff255gen5mutoff0gen8rcoff254,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen5mutoff0,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen5mutoff0gen9rcoff265,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen6rcoff112,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen7rcoff309,1,4.026879252055598
lang0gen1mutoff99gen2mutoff0gen7rcoff309gen8rcoff359,1,4.026879252055598
lang0gen1mutoff99gen2mutoff6,1,4.026879252055598
lang0gen1mutoff99gen3mutoff1,1,4.026879252055598
lang0gen1mutoff99gen3mutoff2,1,4.026879252055598
lang0gen1mutoff99gen4rcoff39,1,4.026879252055598
lang0gen1mutoff99gen4rcoff39gen5mutoff0,1,4.026879252055598
lang1013gen1mutoff121,5,1.696113074204948
lang1013gen1mutoff121gen3mutoff2,5,1.696113074204948
lang1013gen1mutoff38gen4rcoff313gen5mutoff0,6,1.3521126760563387
lang1238,1,4.026879252055598
lang1238gen1mutoff103,1,4.026879252055598
lang1238gen1mutoff103gen2mutoff11,1,4.026879252055598
lang1238gen1mutoff103gen2mutoff11gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff103gen2mutoff11gen6rcoff97,1,4.026879252055598
lang1238gen1mutoff103gen2mutoff11gen6rcoff97gen7rcoff632,1,4.026879252055598
lang1238gen1mutoff103gen2mutoff11gen6rcoff97gen7rcoff632gen8rcoff484,1,4.026879252055598
lang1238gen1mutoff103gen2mutoff9,1,4.026879252055598
lang1238gen1mutoff103gen2mutoff9gen3mutoff0,1,4.026879252055598
lang1238gen1mutoff103gen2rcoff42,1,4.026879252055598
lang1238gen1mutoff103gen2rcoff42gen3mutoff1,1,4.026879252055598
lang1238gen1mutoff103gen2rcoff42gen3mutoff1gen4rcoff478,1,4.026879252055598
lang1238gen1mutoff103gen2rcoff42gen3mutoff1gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff103gen2rcoff42gen5rcoff98,1,4.026879252055598
lang1238gen1mutoff112,1,4.026879252055598
lang1238gen1mutoff112gen2mutoff9,1,4.026879252055598
lang1238gen1mutoff112gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff112gen5mutoff0gen6rcoff206,1,4.026879252055598
lang1238gen1mutoff112gen5mutoff0gen9rcoff317,1,4.026879252055598
lang1238gen1mutoff114,1,4.026879252055598
lang1238gen1mutoff114gen2mutoff4,1,4.026879252055598
lang1238gen1mutoff114gen2mutoff4gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff114gen2mutoff4gen5mutoff0gen10rcoff271,1,4.026879252055598
lang1238gen1mutoff114gen5mutoff0,3,1.9826992726510833
lang1238gen1mutoff134,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff1,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen10rcoff220,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen10rcoff96,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393gen10rcoff51,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393gen10rcoff51gen11rcoff12,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393gen17rcoff23,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393gen9rcoff342,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393gen9rcoff342gen11rcoff204,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393gen9rcoff342gen13rcoff65,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen4rcoff393gen9rcoff342gen13rcoff65gen27rcoff2,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen5rcoff30,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen6rcoff36,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen3rcoff316gen6rcoff429,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen5rcoff96,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff10gen6rcoff167,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff11,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff11gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff11gen5mutoff0gen15rcoff0,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff1gen4rcoff603,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff1gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff134gen2mutoff1gen5mutoff0gen7rcoff507,1,4.026879252055598
lang1238gen1mutoff136,1,4.026879252055598
lang1238gen1mutoff136gen2mutoff1,1,4.026879252055598
lang1238gen1mutoff136gen2mutoff2,1,4.026879252055598
lang1238gen1mutoff136gen3rcoff71,1,4.026879252055598
lang1238gen1mutoff136gen3rcoff71gen4rcoff184,1,4.026879252055598
lang1238gen1mutoff136gen3rcoff71gen4rcoff184gen17rcoff34,1,4.026879252055598
lang1238gen1mutoff17,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff0,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff0gen3mutoff0,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff0gen3mutoff0gen11rcoff162,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff0gen3mutoff0gen11rcoff162gen12rcoff28,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff0gen9rcoff352,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff9,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff9gen10rcoff273,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff9gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff9gen5mutoff0gen7rcoff143,1,4.026879252055598
lang1238gen1mutoff17gen2mutoff9gen5mutoff0gen7rcoff143gen12rcoff111,1,4.026879252055598
lang1238gen1mutoff17gen3mutoff1,1,4.026879252055598
lang1238gen1mutoff17gen4rcoff423,1,4.026879252055598
lang1238gen1mutoff17gen4rcoff423gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff17gen4rcoff423gen7rcoff483,1,4.026879252055598
lang1238gen1mutoff21,1,4.026879252055598
lang1238gen1mutoff21gen12rcoff38,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen12rcoff145,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2gen4rcoff558,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2gen4rcoff558gen7rcoff176,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2gen4rcoff558gen8rcoff48,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2gen4rcoff85,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2gen4rcoff85gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2gen4rcoff85gen5mutoff0gen7rcoff361,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff10gen3mutoff2gen8rcoff57,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff3,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff3gen3rcoff236,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff3gen3rcoff236gen4mutoff0,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff3gen3rcoff236gen4rcoff611,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff3gen3rcoff236gen4rcoff611gen5mutoff0,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff4,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff4gen14rcoff21,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff4gen3rcoff168,1,4.026879252055598
lang1238gen1mutoff21gen2mutoff4gen3rcoff168gen4rcoff219,1,4.026879252055598
