"LANG","complexityoflanguages","costoflanguages","RSAcostoflanguages","type","minimal"
"fl100",4,7.43034055727554,5.89259245182623,"artificial",3.36988724206672
"fl1002",4,7.43034055727554,5.89259245182623,"artificial",3.36988724206672
"fl1003",6,3.56877323420074,2.81793360090681,"artificial",2.17214235360786
"fl1022",3,5.31855955678671,3.97732228521588,"artificial",2.05805619829968
"fl103",6,2.97674418604651,2.26430506582441,"artificial",1.58465366302514
"fl1035",11,2.3558282208589,1.76204389111464,"artificial",1.28796666264126
"fl1046",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl1065",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl1072",4,4.18118466898955,3.07253407888663,"artificial",2.33447599171624
"fl1095",10,2.39401496259352,1.79057979604581,"artificial",1.28813651539355
"fl110",6,2.72856466129796,2.0804673074772,"artificial",1.33830460222987
"fl1109",6,2.49027237354086,2.07698013681695,"artificial",1.10174019498751
"fl112",2,6,4.52119309262167,"artificial",1.2058668817113
"fl1168",10,3.0728194185116,2.33522270796656,"artificial",1.96634151083231
"fl1182",7,2.93577981651376,2.15999854545553,"artificial",1.64734972308787
"fl1186",10,2.15488215488216,1.62197672482368,"artificial",1.04923899349973
"fl1206",6,2.66666666666667,2.15102291949926,"artificial",1.27686020433934
"fl1208",2,6.77966101694915,4.84323338273858,"artificial",1.3110877509031
"fl1217",2,6.77966101694915,4.84323338273858,"artificial",1.3110877509031
"fl1230",12,2.80565026790063,2.15244670209151,"artificial",1.76920225584155
"fl1288",6,3.29802462066991,2.61087770707021,"artificial",1.90350474163212
"fl1340",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl1346",9,3.40425531914894,2.29286911552254,"artificial",2.25047825677858
"fl1351",4,3.77358490566038,3.17656592334704,"artificial",1.95718667849699
"fl1369",4,4.18300653594771,3.14026159020733,"artificial",2.33614036517478
"fl1383",4,3.32409972299169,2.29085711989806,"artificial",1.53373323659484
"fl1403",6,4.0463645943098,2.89968059641764,"artificial",2.64588401162044
"fl1418",7,2.94027565084227,2.26613401726968,"artificial",1.65182871170267
"fl1422",4,4.48877805486284,3.16836874389533,"artificial",2.61055981521499
"fl1423",9,3.08930008045052,2.25764303927671,"artificial",1.93592304262651
"fl1441",5,5.03276539973788,3.85093785760486,"artificial",3.44992466247407
"fl1445",5,3.2625318606627,2.33096334946741,"artificial",1.71693279213973
"fl1457",5,4.87309644670051,3.03982001667391,"artificial",3.29431878898556
"fl1485",8,3.42144342144342,3.00822649820541,"artificial",2.20831937796022
"fl1496",9,2.3841059602649,1.80553526113467,"artificial",1.23173088383049
"fl1515",6,2.94027565084227,2.61456041530557,"artificial",1.54845962424265
"fl1519",9,3.1858407079646,2.52713870986827,"artificial",2.0323278847468
"fl1521",7,3.51005484460695,2.40350577564885,"artificial",2.21937955875696
"fl1564",7,3.46674691543786,2.31896505785031,"artificial",2.17624034028605
"fl157",4,5.35714285714286,3.3383897144372,"artificial",3.0358814506386
"fl1645",2,6.77966101694915,4.84323338273858,"artificial",1.3110877509031
"fl1656",6,2.44274809160305,2.07736210607675,"artificial",1.05455294299929
"fl1676",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl1679",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl1716",3,4.05063291139241,2.98593150073614,"artificial",1.59438568144454
"fl1750",5,4.4104134762634,2.73516950597033,"artificial",2.84244106026443
"fl1821",13,1.90602250165453,1.70543045707836,"artificial",0.896593708258409
"fl1827",4,3.76470588235294,3.09954689746859,"artificial",1.94888178454335
"fl183",4,4.07643312101911,3.29785377770023,"artificial",2.23838839652046
"fl1858",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl1875",4,7.43034055727554,5.89259245182623,"artificial",3.36988724206672
"fl1886",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl1888",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl1909",10,2.05861329521087,2.01160358848594,"artificial",0.953098170832401
"fl1929",6,3.8135593220339,3.01077903209095,"artificial",2.41497746615413
"fl193",5,4.39828955406231,3.06890995078735,"artificial",2.83058412435528
"fl1957",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl1959",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl1967",6,2.65193370165746,2.11513989866814,"artificial",1.26223163255825
"fl1993",6,3.49090909090909,3.0212793149722,"artificial",2.09488930128729
"fl2",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl2031",6,3.29802462066991,2.61087770707021,"artificial",1.90350474163212
"fl2032",5,3.96257567418822,3.55703431494987,"artificial",2.40396682992252
"fl2051",4,3.43716433941998,2.26928900115651,"artificial",1.64076507642575
"fl2058",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl206",2,6,4.52119309262167,"artificial",1.2058668817113
"fl2098",9,3.39022954679223,2.77786741374168,"artificial",2.23646790308199
"fl2102",6,2.54810882548109,1.91653775147533,"artificial",1.15915670179023
"fl2136",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl2154",7,3.26864147088866,2.27252838968571,"artificial",1.97891367853966
"fl2162",6,3.42612419700214,2.51039568918845,"artificial",2.03061015495513
"fl2206",4,4.21052631578948,2.70296936428072,"artificial",2.36124803277698
"fl2220",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl2231",6,2.5065274151436,2.4237787252751,"artificial",1.11788651365596
"fl2259",5,3.74804789172306,3.26334718015989,"artificial",2.19361350478171
"fl2265",6,3.11183144246353,2.17236478657657,"artificial",1.7187290551127
"fl2278",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl2289",8,3.10428455941795,2.39939663993862,"artificial",1.89186874924562
"fl2290",7,2.16867469879518,1.76557927522439,"artificial",0.883156447737529
"fl2306",8,2.87712287712288,2.49087082646038,"artificial",1.66522257909722
"fl2349",5,5.08833922261484,3.27063664741362,"artificial",3.50403736358586
"fl2356",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl2370",4,3.6676217765043,2.69524108891375,"artificial",1.85789885735243
"fl2394",6,3.46257889990983,2.2750080869509,"artificial",2.06678435470661
"fl2397",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl2402",8,2.49783174327841,1.84866722079741,"artificial",1.28675158625167
"fl2406",7,2.62354816670462,2.18110037256823,"artificial",1.33632211324963
"fl2438",4,7.43034055727554,5.89259245182623,"artificial",3.36988724206672
"fl2453",2,6,4.52119309262167,"artificial",1.2058668817113
"fl2454",6,2.59225922592259,2.15482177879988,"artificial",1.20299784587945
"fl2474",8,3,2.25553784489872,"artificial",1.78782370147853
"fl2478",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl2491",5,2.36744759556104,2.0593373115139,"artificial",0.836338208007353
"fl2511",6,3.00391134289439,2.30940365384653,"artificial",1.61161618949431
"fl2543",7,2.79340446168768,2.15799294943394,"artificial",1.50552799299393
"fl2554",8,1.48837209302326,1.34430334094466,"artificial",0.279465437668885
"fl2555",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl2558",10,2.84023668639053,2.17382305274052,"artificial",1.73400062256759
"fl2585",4,7.43034055727554,5.89259245182623,"artificial",3.36988724206672
"fl2595",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl2646",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl2676",6,2.97674418604651,2.26430506582441,"artificial",1.58465366302514
"fl2680",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl2721",4,2.75071633237822,2.16674388328416,"artificial",0.987136419524934
"fl2724",6,2.07657365347177,1.85030235434336,"artificial",0.690948159568427
"fl2728",8,2.69852424455376,1.92275341558083,"artificial",1.48701448690203
"fl2734",5,3.51648351648352,3.01171609788367,"artificial",1.96636395622942
"fl2741",4,4.46511627906977,2.72199410306966,"artificial",2.5897991483527
"fl2753",4,7.43034055727554,5.89259245182623,"artificial",3.36988724206672
"fl276",4,7.43034055727554,5.89259245182623,"artificial",3.36988724206672
"fl2775",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl2804",2,6.77966101694915,4.84323338273858,"artificial",1.3110877509031
"fl2809",8,4,2.3454132242272,"artificial",2.78556040233831
"fl2814",7,4.23778693349029,2.95483174924104,"artificial",2.94414489195984
"fl2816",2,6,4.52119309262167,"artificial",1.2058668817113
"fl2825",6,3.11890838206628,2.28240484851148,"artificial",1.72575474322658
"fl2846",7,3.48246674727932,2.66725801298101,"artificial",2.19190119724292
"fl2866",11,3.0728194185116,2.33522270796656,"artificial",2.00456316560555
"fl2919",10,3.26160815402039,1.9519206744741,"artificial",2.15497230529022
"fl2923",8,2.83604135893648,2.30788737548461,"artificial",1.62422329610417
"fl2944",6,3.41232227488152,3.23511967491949,"artificial",2.016914762427
"fl2974",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl2984",6,3.8135593220339,3.01077903209095,"artificial",2.41497746615413
"fl3067",2,6.77966101694915,4.84323338273858,"artificial",1.3110877509031
"fl3085",3,4,3.13830705447609,"artificial",1.56522319696983
"fl3088",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl3102",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl3111",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl3123",5,3.43716433941998,2.26928900115651,"artificial",1.88847843267959
"fl3128",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl3131",4,4,3.27010128230361,"artificial",2.16784320430276
"fl3145",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl3161",5,4.31137724550898,2.77485112448227,"artificial",2.74555795566701
"fl3169",8,2.82768777614139,2.49148472304651,"artificial",1.61588694620925
"fl3172",12,2.56,1.67521245964097,"artificial",1.52364641909262
"fl320",4,3.6676217765043,2.69524108891375,"artificial",1.85789885735243
"fl3207",7,4,2.43403794597507,"artificial",2.70734134267187
"fl322",5,3.97790055248619,3.58274433341457,"artificial",2.41898508972969
"fl3239",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl3241",6,3.3922261484099,2.94036229525979,"artificial",1.99697636992025
"fl3248",4,3.40324963072378,2.33427737731083,"artificial",1.6086913897844
"fl3250",2,6.77966101694915,4.84323338273858,"artificial",1.3110877509031
"fl3258",1,5.88235294117647,4.27822439706397,"artificial",0.199710049106932
"fl3269",1,5.4421768707483,4.28164000080908,"artificial",0.126043418846407
"fl3288",5,4.09789413773478,2.84322415285468,"artificial",2.53655382267713
"fl3298",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
"fl330",3,5.54272517321016,4.26329716313512,"artificial",2.10753452699531
"fl3345",6,4.20070011668612,3.05093394546955,"artificial",2.79893685145072
"fl3420",6,3.02934679709688,1.86552662781389,"artificial",1.63686619065874
"fl3445",6,3.24873096446701,2.66167374043011,"artificial",1.85458387663279
"fl3446",2,5.4421768707483,4.28164000080908,"artificial",1.10790410266257
